ts,settlement_point,bp_ercot
2025-07-23 21:00:00,WIR_WIRTZ_G1,0.5620137698870858
2025-07-23 21:00:00,WIR_WIRTZ_G2,0.5620137698870858
2025-07-23 21:00:00,WLTC_ESR_RN,0.7295352450203283
2025-07-23 21:00:00,WL_RANCH_RN,0.7733166478192817
2025-07-23 21:00:00,WNDTS2_UNIT1,0.4709403037728804
2025-07-23 21:00:00,WND_WHITNEY,0.3113266086639421
2025-07-23 21:00:00,WOODWRD1_RN,1.0226997331259833
2025-07-23 21:00:00,WOODWRD2_RN,1.0226997331259833
2025-07-23 21:00:00,WOV_BESS_RN,0.801417977450132
2025-07-23 21:00:00,WRSBES_BESS1,0.964858177460274
2025-07-23 21:00:00,WR_RN,0.4934101837512037
2025-07-23 21:00:00,WZRD_ESS_RN,0.7088088917669633
2025-07-23 21:00:00,W_HRL_ESR_RN,0.5968340733561859
2025-07-23 21:00:00,W_PECO_UNIT1,0.9816670617176697
2025-07-23 21:00:00,X1_DGR_RN,0.4275098657370076
2025-07-23 21:00:00,X443ESRN,0.5840817652934331
2025-07-23 21:00:00,YNG_WND_ALL,0.25755168511349186
2025-07-23 21:00:00,Z0_DGR1_RN,0.4028691095345743
2025-07-23 21:00:00,Z0_DGR2_RN,0.4028691095345743
2025-07-23 21:00:00,Z5_DGR1_RN,0.40679456866917235
2025-07-23 21:00:00,ZIER_SLR_ALL,0.7283634043171261
2025-07-23 22:00:00,7RNCHSLR_ALL,0.5483231064467217
2025-07-23 22:00:00,A4_DGR1_RN,1.0769338853204913
2025-07-23 22:00:00,A4_DGR2_RN,1.0769338853204913
2025-07-23 22:00:00,ABINDUST_RN,0.6255582573331039
2025-07-23 22:00:00,ADL_RN,0.177791201404477
2025-07-23 22:00:00,AEEC,0.2509882428866037
2025-07-23 22:00:00,AE_RN,0.2789948668710528
2025-07-23 22:00:00,AGUAYO_UNIT1,0.5928903064677125
2025-07-23 22:00:00,AJAXWIND_RN,0.23149435762561174
2025-07-23 22:00:00,ALGOD_ALL_RN,0.705794453361354
2025-07-23 22:00:00,ALP_BESS_RN,2.326529754138319
2025-07-23 22:00:00,ALVIN_RN,0.31047348157404486
2025-07-23 22:00:00,AMADEUS_ALL,0.25911304992432255
2025-07-23 22:00:00,AMISTAD_ALL,0.8650660720361563
2025-07-23 22:00:00,AMOCOOIL_CC1,0.5557438399927195
2025-07-23 22:00:00,AMOCOOIL_CC2,0.5557438399927195
2025-07-23 22:00:00,AMOCO_PUN1,0.5557438399927195
2025-07-23 22:00:00,AMOCO_PUN2,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_1,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_2,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_5,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_G1,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_G2,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_G3,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_S1,0.5557438399927195
2025-07-23 22:00:00,AMO_AMOCO_S2,0.5557438399927195
2025-07-23 22:00:00,ANACACHO_ANA,0.48644009562298823
2025-07-23 22:00:00,ANCHOR_ALL,0.3134865964212759
2025-07-23 22:00:00,ANDMDSLR_ALL,0.2413144101199172
2025-07-23 22:00:00,ANEM_ESS_RN,1.0318583244250592
2025-07-23 22:00:00,ANG_ALL,0.6198393799973095
2025-07-23 22:00:00,ANOL_ESS_RN,0.4496008498054216
2025-07-23 22:00:00,ANSON1_ALL,0.49456419060724965
2025-07-23 22:00:00,ANTL_ESS_ES1,1.0938855476862155
2025-07-23 22:00:00,APPALOSA_ALL,2.5069852880269607
2025-07-23 22:00:00,AQUI_ALL,1.9111812282641338
2025-07-23 22:00:00,ARAGORN_RN,0.9736981729938117
2025-07-23 22:00:00,ARY_BESS_RN,0.7960537970310572
2025-07-23 22:00:00,ASCK_SLR_RN,1.9111812282641338
2025-07-23 22:00:00,ASTRA_RN,0.22288417792273646
2025-07-23 22:00:00,ATK_ATKINSG7,0.2890673902792219
2025-07-23 22:00:00,AURO_SLR_RN,0.49721558924256354
2025-07-23 22:00:00,AUSTPL_ALL,0.6181185723926189
2025-07-23 22:00:00,AVIAT_ALL,0.5852899610514077
2025-07-23 22:00:00,AVIL_ESS_RN,0.9858656203753305
2025-07-23 22:00:00,AZSP_SLR_RN,0.38130840277954026
2025-07-23 22:00:00,AZURE_RN,0.3439422774959944
2025-07-23 22:00:00,AZ_ALL,0.2783934287574855
2025-07-23 22:00:00,BAC_RN_ALL,0.6873735057141201
2025-07-23 22:00:00,BAFFIN_ALL,1.2241599512254973
2025-07-23 22:00:00,BAIRDWND_ALL,0.44078477014176043
2025-07-23 22:00:00,BAKE_RN_ALL,0.5648619914601349
2025-07-23 22:00:00,BARROW_ALL,0.8464638439354586
2025-07-23 22:00:00,BASTEN_CC1,0.5450067227122609
2025-07-23 22:00:00,BASTEN_CCU,0.5450067227122609
2025-07-23 22:00:00,BATCAVE_RN,2.148280869430404
2025-07-23 22:00:00,BAYC_BESS_RN,0.7736937254867293
2025-07-23 22:00:00,BBREEZE_1_2,1.5184147551096374
2025-07-23 22:00:00,BCATWD_WD_1,0.32637435210675547
2025-07-23 22:00:00,BCH_RN,0.2789948668710528
2025-07-23 22:00:00,BCK_RN,0.5936544870131278
2025-07-23 22:00:00,BCNV_RN,0.31047348157404486
2025-07-23 22:00:00,BELM_SLR_RN,0.655918813231313
2025-07-23 22:00:00,BEXAR_ES_RN,0.40677346266986464
2025-07-23 22:00:00,BIGSAMWD_RN,0.7783360469722213
2025-07-23 22:00:00,BIGSTAR_ALL,0.5789556667686796
2025-07-23 22:00:00,BKSL_RN,0.24521332024290993
2025-07-23 22:00:00,BLACKJAK_RN,0.6855439561378608
2025-07-23 22:00:00,BLACKSPR_RN,0.3412831241434383
2025-07-23 22:00:00,BLSMT1_5_A_6,0.23985543390565744
2025-07-23 22:00:00,BLUEJAY_RN,0.2731233295794333
2025-07-23 22:00:00,BLVN_RN,0.691352042250458
2025-07-23 22:00:00,BOARDCRK_ALL,0.2671287703860347
2025-07-23 22:00:00,BOCO_ESS_RN,0.6212295630935639
2025-07-23 22:00:00,BOOTLEG_UN1,0.9478417888301869
2025-07-23 22:00:00,BORDAS_345,1.219088237833766
2025-07-23 22:00:00,BOSQUESW_CC1,0.1426128220612905
2025-07-23 22:00:00,BOSQUESW_CC2,0.15881866199353886
2025-07-23 22:00:00,BOSQ_BSQSU_5,0.15881866199353886
2025-07-23 22:00:00,BOSQ_BSQS_12,0.15881866199353886
2025-07-23 22:00:00,BOSQ_BSQS_34,0.1426128220612905
2025-07-23 22:00:00,BRANDON_RN,0.2718081619776282
2025-07-23 22:00:00,BRAUNIG_CC1,0.5450520538367252
2025-07-23 22:00:00,BRAUNIG_VHB1,0.6123379880930641
2025-07-23 22:00:00,BRAUNIG_VHB2,0.6123379880930641
2025-07-23 22:00:00,BRAUNIG_VHB3,0.4974191281618869
2025-07-23 22:00:00,BRAZ_WND_ALL,0.34128879887241254
2025-07-23 22:00:00,BRA_AVR1_CT2,0.5450520538367252
2025-07-23 22:00:00,BRA_AVR_CST1,0.5450520538367252
2025-07-23 22:00:00,BRHEIGHT_RN,0.5440997760702536
2025-07-23 22:00:00,BRIGHTSD_U1,0.6171011327440792
2025-07-23 22:00:00,BRISCOE_WIND,0.2171172473973007
2025-07-23 22:00:00,BRPANGLE_RN,0.3665793837480245
2025-07-23 22:00:00,BRPMAGNO_RN,0.4252664096360681
2025-07-23 22:00:00,BRP_BRAZ_RN,0.36161527179422165
2025-07-23 22:00:00,BRP_DIKN_RN,0.5181644496337222
2025-07-23 22:00:00,BRP_LOOP_RN,1.089916714875036
2025-07-23 22:00:00,BRP_LOP1_RN,1.1144841283124318
2025-07-23 22:00:00,BRP_PBL1_RN,0.47485467508243984
2025-07-23 22:00:00,BRP_PBL2_RN,0.47485467508243984
2025-07-23 22:00:00,BRP_RN_UNIT1,0.4654701080407173
2025-07-23 22:00:00,BRP_SWNY_RN,0.3509451700328564
2025-07-23 22:00:00,BRP_ZPT1_RN,1.7116350349995464
2025-07-23 22:00:00,BRP_ZPT2_RN,1.7046057923933176
2025-07-23 22:00:00,BRTSW_BCW1,0.3076180005844919
2025-07-23 22:00:00,BR_ARROW_ALL,0.5035214369521531
2025-07-23 22:00:00,BR_VHB6CT5_6,0.6123379880930641
2025-07-23 22:00:00,BR_VHB6CT7_8,0.6123379880930641
2025-07-23 22:00:00,BSS_U1,0.3409124532465857
2025-07-23 22:00:00,BTE_BTE_G1,0.17164190329708726
2025-07-23 22:00:00,BTE_BTE_G2,0.17164190329708726
2025-07-23 22:00:00,BTE_BTE_G3,0.17164190329708726
2025-07-23 22:00:00,BTE_BTE_G4,0.17164190329708726
2025-07-23 22:00:00,BTE_CC1,0.17164190329708726
2025-07-23 22:00:00,BTE_PUN1,0.17164190329708726
2025-07-23 22:00:00,BTE_PUN2,0.17164190329708726
2025-07-23 22:00:00,BTM_ALL,0.3122888782439463
2025-07-23 22:00:00,BUCHAN_ALL,1.0543008692515745
2025-07-23 22:00:00,BUCKTHRN_RN,0.2726712957224371
2025-07-23 22:00:00,BUFF_GAP_ALL,0.492536104458565
2025-07-23 22:00:00,BULLCRK_1_2,0.7443955612745395
2025-07-23 22:00:00,BVE_CC1,0.58216242833781
2025-07-23 22:00:00,BVE_UNIT1,0.58216242833781
2025-07-23 22:00:00,BVE_UNIT2,0.58216242833781
2025-07-23 22:00:00,BVE_UNIT3,0.58216242833781
2025-07-23 22:00:00,BYRDR_ES_ALL,0.3509451700328564
2025-07-23 22:00:00,BYU_BYU_1,0.5440228888014103
2025-07-23 22:00:00,BYU_BYU_12,0.5440228888014103
2025-07-23 22:00:00,BYU_BYU_34,0.5440228888014103
2025-07-23 22:00:00,BYU_CC1,0.5440228888014103
2025-07-23 22:00:00,BYU_G4_RN,0.5440228888014103
2025-07-23 22:00:00,BYU_PUN1,0.5440228888014103
2025-07-23 22:00:00,BYU_PUN2,0.5440228888014103
2025-07-23 22:00:00,BYU_PUN3,0.5440228888014103
2025-07-23 22:00:00,BYU_PUN4,0.5440228888014103
2025-07-23 22:00:00,B_DAVIS_3,0.8054838782249688
2025-07-23 22:00:00,B_DAVIS_4,0.8054838782249688
2025-07-23 22:00:00,B_DAVIS_CC1,0.8054838782249688
2025-07-23 22:00:00,B_D_B_DAVIG1,0.8054838782249688
2025-07-23 22:00:00,B_D_B_DAVIG2,0.8054838782249688
2025-07-23 22:00:00,CABEZON_ALL,1.11611661811944
2025-07-23 22:00:00,CACH_ESS_RN,0.6196316814954587
2025-07-23 22:00:00,CALAVER_JKS1,0.5830498958139052
2025-07-23 22:00:00,CALAVER_JKS2,0.5830498958139052
2025-07-23 22:00:00,CALAVER_JTD1,0.4974358513612765
2025-07-23 22:00:00,CALAVER_JTD2,0.4974358513612765
2025-07-23 22:00:00,CALAVER_OWS1,0.49756262441630794
2025-07-23 22:00:00,CALAVER_OWS2,0.4974358513612765
2025-07-23 22:00:00,CALHOUN_ALL,1.0130060991490257
2025-07-23 22:00:00,CALLAHA_WND1,0.4944917993287458
2025-07-23 22:00:00,CAL_CALGT1,0.30286416496104746
2025-07-23 22:00:00,CAL_CALSTG1,0.30286416496104746
2025-07-23 22:00:00,CAL_CC1,0.30286416496104746
2025-07-23 22:00:00,CAL_PUN1,0.30286416496104746
2025-07-23 22:00:00,CAL_PUN2,0.30286416496104746
2025-07-23 22:00:00,CAMWIND_RN,0.693905619872073
2025-07-23 22:00:00,CANYONWD_ALL,0.46365946886728854
2025-07-23 22:00:00,CAPRIDG4_CR4,0.5852899610514077
2025-07-23 22:00:00,CAPRIDGE_ALL,0.5852899610514077
2025-07-23 22:00:00,CARBN_BSP_1,0.9396898463627036
2025-07-23 22:00:00,CARN_ESS_RN,0.7229845073212261
2025-07-23 22:00:00,CARRIZO_ESR1,0.453788514289674
2025-07-23 22:00:00,CARTWHL_RN,0.5796598648267699
2025-07-23 22:00:00,CASL_GAP_UN1,1.000894381891675
2025-07-23 22:00:00,CATARINA_B1,0.47308617161995486
2025-07-23 22:00:00,CBECII_89,0.6477931395630414
2025-07-23 22:00:00,CBECII_CC3,0.6477931395630414
2025-07-23 22:00:00,CBECII_CT7,0.6477931395630414
2025-07-23 22:00:00,CBEC_ALL,0.5022414801918008
2025-07-23 22:00:00,CBEC_CC1,0.5022414801918008
2025-07-23 22:00:00,CBEC_CC2,0.5022414801918008
2025-07-23 22:00:00,CBY4_ALL,0.17677497646533502
2025-07-23 22:00:00,CBY4_CC1,0.17677497646533502
2025-07-23 22:00:00,CBY_CBY_G1,0.2133130861714586
2025-07-23 22:00:00,CBY_CBY_G2,0.2474182944592913
2025-07-23 22:00:00,CCEC_CC1,0.7324643813542316
2025-07-23 22:00:00,CCEC_GT1,0.7324643813542316
2025-07-23 22:00:00,CCEC_GT2,0.7324643813542316
2025-07-23 22:00:00,CCEC_PUN1,0.7324643813542316
2025-07-23 22:00:00,CCEC_PUN2,0.7324643813542316
2025-07-23 22:00:00,CCEC_ST1,0.7324643813542316
2025-07-23 22:00:00,CEDROHI_CHW1,1.2062764359629439
2025-07-23 22:00:00,CEDRVALE_RN,0.9621621310015779
2025-07-23 22:00:00,CFLATS_UNIT,2.5888935336727936
2025-07-23 22:00:00,CHALUP_ALL,0.7673714524406013
2025-07-23 22:00:00,CHAL_SLR_RN,0.9775493894158122
2025-07-23 22:00:00,CHAMON_UN1,0.1629753813655038
2025-07-23 22:00:00,CHAMON_UN2,0.1629753813655038
2025-07-23 22:00:00,CHEDPW_GT2,0.24504504888748277
2025-07-23 22:00:00,CHE_CC1,0.2185222217492256
2025-07-23 22:00:00,CHE_LYD,0.2025263390854897
2025-07-23 22:00:00,CHE_LYD2,0.2025263390854897
2025-07-23 22:00:00,CHE_PUN1,0.2025263390854897
2025-07-23 22:00:00,CHE_PUN2,0.2025263390854897
2025-07-23 22:00:00,CHIL_SLR,0.5914581316898179
2025-07-23 22:00:00,CHISMGRD_RN,0.3111163687480461
2025-07-23 22:00:00,CISC_RN,0.25862534397718207
2025-07-23 22:00:00,CITRUSCY_RN,1.266014449224907
2025-07-23 22:00:00,CITYVICT_ALL,1.1518352708178503
2025-07-23 22:00:00,CLO_RN,0.545816633710494
2025-07-23 22:00:00,CMPD_SLR_RN,3.0002722654409357
2025-07-23 22:00:00,CNLY_ESS_RN,0.8280629000259101
2025-07-23 22:00:00,CNTRY_RN,0.21375161996491154
2025-07-23 22:00:00,CNTYRDS_RN,0.9476515509010018
2025-07-23 22:00:00,CN_BRKS_UNT1,0.22056093738922214
2025-07-23 22:00:00,COL_COLETOG1,0.40104159414333607
2025-07-23 22:00:00,CONIGLIO_RN,0.5870694326096998
2025-07-23 22:00:00,CONTINEN_RN,1.5163692410728775
2025-07-23 22:00:00,CORALSLR_ALL,0.7328768718569646
2025-07-23 22:00:00,CORAZON_RN,1.3058433125196096
2025-07-23 22:00:00,COTPLNS_RN,0.2183739526887472
2025-07-23 22:00:00,COTTON_PAP2,0.7237857917804722
2025-07-23 22:00:00,COTULLA_RN,0.36607146472386975
2025-07-23 22:00:00,COYOTSPR_AGR,0.9505160964631763
2025-07-23 22:00:00,COYOTSPR_RN,0.9505160964631763
2025-07-23 22:00:00,CPSES_UNIT1,0.0012581712741444196
2025-07-23 22:00:00,CPSES_UNIT2,0.0012581712741444196
2025-07-23 22:00:00,CRANELL_ALL,0.6855439561378608
2025-07-23 22:00:00,CRAWFISH_RN,0.7790813622265627
2025-07-23 22:00:00,CROSSETT_ALL,0.9983970018812985
2025-07-23 22:00:00,CROSSTRL_RN,0.5498232056360086
2025-07-23 22:00:00,CRWN_SLR_UN1,0.7799638964230479
2025-07-23 22:00:00,CR_RN,0.41251515045690457
2025-07-23 22:00:00,CSC_CSECG1_2,0.3060658925280419
2025-07-23 22:00:00,CS_RN,0.1690488060603184
2025-07-23 22:00:00,CTW_RN,0.1684233176650375
2025-07-23 22:00:00,CVC_CC1,0.24930059177752242
2025-07-23 22:00:00,CVC_CVCG1_5,0.24930059177752242
2025-07-23 22:00:00,CVC_CVC_G2,0.24930059177752242
2025-07-23 22:00:00,CVC_CVC_G3,0.24930059177752242
2025-07-23 22:00:00,DAG_ALL,0.3709081882470142
2025-07-23 22:00:00,DANSBY_ALL,0.2980944516235551
2025-07-23 22:00:00,DAN_ALL,0.7719532176943743
2025-07-23 22:00:00,DA_BESS,0.3173318408042573
2025-07-23 22:00:00,DA_BESS2,0.3173318408042573
2025-07-23 22:00:00,DC2SES_ALL,0.09719964169141422
2025-07-23 22:00:00,DC_E,0.5568568572052903
2025-07-23 22:00:00,DC_L,1.349782132833223
2025-07-23 22:00:00,DC_N,0.2372970120424551
2025-07-23 22:00:00,DC_R,1.2192395459680845
2025-07-23 22:00:00,DDPEC_CC1,0.18159977347487674
2025-07-23 22:00:00,DDPEC_GT1,0.18159977347487674
2025-07-23 22:00:00,DDPEC_GT2,0.18159977347487674
2025-07-23 22:00:00,DDPEC_GT3,0.18159977347487674
2025-07-23 22:00:00,DDPEC_GT4,0.18159977347487674
2025-07-23 22:00:00,DDPEC_GT6,0.18159977347487674
2025-07-23 22:00:00,DDPEC_ST1,0.18159977347487674
2025-07-23 22:00:00,DECKER_GT,0.5869357110640371
2025-07-23 22:00:00,DENISON_G1_2,0.6182247046526552
2025-07-23 22:00:00,DERMOTT_ALL,0.21595383476840316
2025-07-23 22:00:00,DGFS_ESR_RN,0.9927826126457054
2025-07-23 22:00:00,DIBOL_RN,0.4003877354669098
2025-07-23 22:00:00,DIB_CC1,0.3620773330994769
2025-07-23 22:00:00,DIB_DIB_G1,0.3620773330994769
2025-07-23 22:00:00,DIB_DIB_G2,0.3620773330994769
2025-07-23 22:00:00,DIB_DIB_G3,0.3620773330994769
2025-07-23 22:00:00,DIB_DIB_G4,0.3620773330994769
2025-07-23 22:00:00,DIB_PUN1,0.3620773330994769
2025-07-23 22:00:00,DIB_PUN2,0.3620773330994769
2025-07-23 22:00:00,DILEOS_UNIT1,0.23471953563598605
2025-07-23 22:00:00,DIVR_SLR_RN,0.6162513090648156
2025-07-23 22:00:00,DKNS_ESS_RN,0.24521332024290993
2025-07-23 22:00:00,DMA_RN,0.3669374005662391
2025-07-23 22:00:00,DOWGEN_PUN1,0.5774893917888041
2025-07-23 22:00:00,DOWGEN_PUN2,0.5774893917888041
2025-07-23 22:00:00,DOWGEN_PUN3,0.5774893917888041
2025-07-23 22:00:00,DOWGEN_PUN4,0.5774893917888041
2025-07-23 22:00:00,DOWGEN_PUN5,0.5774893917888041
2025-07-23 22:00:00,DOWGEN_PUN6,0.5774893917888041
2025-07-23 22:00:00,DOW_61_2_63,0.5774893917888041
2025-07-23 22:00:00,DOW_64,0.5774893917888041
2025-07-23 22:00:00,DOW_81_2_84,0.5774893917888041
2025-07-23 22:00:00,DOW_G37_G35,0.5774893917888041
2025-07-23 22:00:00,DOW_G66_ST65,0.5774893917888041
2025-07-23 22:00:00,DOW_G67,0.5774893917888041
2025-07-23 22:00:00,DOW_G96_ST95,0.5774893917888041
2025-07-23 22:00:00,DRCK_SLR_RN,0.4276135783780908
2025-07-23 22:00:00,DRYFRIO_RN,0.34450570307580797
2025-07-23 22:00:00,DSWL_BES1,0.5554566402125934
2025-07-23 22:00:00,DUKE_CC1,1.2697218724694448
2025-07-23 22:00:00,DUKE_GST1CCU,1.2697218724694448
2025-07-23 22:00:00,DUKE_GT2_CCU,1.2697218724694448
2025-07-23 22:00:00,DUP_PUN1,1.1123108907229053
2025-07-23 22:00:00,DUP_PUN2,1.1123108907229053
2025-07-23 22:00:00,DUP_PUN3,1.1123108907229053
2025-07-23 22:00:00,DUP_PUN4,1.1123108907229053
2025-07-23 22:00:00,EBELLS_UNIT1,0.4482902686585515
2025-07-23 22:00:00,EBNY_ESS_RN,0.6262242441950095
2025-07-23 22:00:00,ECLIPSE_UN1,0.5654435750045489
2025-07-23 22:00:00,EIFSLR_UNIT1,0.5707326787184743
2025-07-23 22:00:00,ELB_ELBCREEK,0.5074142571288804
2025-07-23 22:00:00,ELECTRAW_1_2,0.2360025808620971
2025-07-23 22:00:00,ELMCRK_RN,0.530863407333008
2025-07-23 22:00:00,ELM_ST_RN,0.9512202166849992
2025-07-23 22:00:00,ELSAUZ_ALL,1.5184147551096374
2025-07-23 22:00:00,ELSA_ESR_RN,1.464901982196842
2025-07-23 22:00:00,ELS_RN_1,0.28343258429279666
2025-07-23 22:00:00,ELZA_SLR_RN,0.5880950367357547
2025-07-23 22:00:00,EL_RAYO_ALL,0.9298959203244608
2025-07-23 22:00:00,EMPCT_RN,0.48560917049965624
2025-07-23 22:00:00,ENDPARK_ESS1,0.2622652570727566
2025-07-23 22:00:00,ERSL_RN,0.5223087829030866
2025-07-23 22:00:00,ESCONDID_ESR,0.5231547559626918
2025-07-23 22:00:00,ESTONIAN_ALL,0.57367455026024
2025-07-23 22:00:00,ETCCS_CC1,0.36736525004856924
2025-07-23 22:00:00,ETCCS_CCU,0.36736525004856924
2025-07-23 22:00:00,EUNICE_ALL,0.8409630548693694
2025-07-23 22:00:00,EVLN_ESS_RN,0.5786225685025416
2025-07-23 22:00:00,EXGNSND_RN,1.7095548318979228
2025-07-23 22:00:00,EXGNWTL_1,1.2062764359629439
2025-07-23 22:00:00,EXN_14,0.2497052523276177
2025-07-23 22:00:00,EXN_1_3,0.2497052523276177
2025-07-23 22:00:00,EXN_4,0.2497052523276177
2025-07-23 22:00:00,EXN_8,0.2497052523276177
2025-07-23 22:00:00,EXN_9_13,0.2497052523276177
2025-07-23 22:00:00,EXN_PUN1,0.2497052523276177
2025-07-23 22:00:00,EXN_PUN2,0.2497052523276177
2025-07-23 22:00:00,EXN_PUN3,0.2497052523276177
2025-07-23 22:00:00,E_BLACK_RN,0.5375879845665356
2025-07-23 22:00:00,E_HARRIS_RN,0.5706149834230969
2025-07-23 22:00:00,FAGUSSLR_RN,0.20939150008873222
2025-07-23 22:00:00,FALFUR_RN,1.0467212770203866
2025-07-23 22:00:00,FALFUR_RN2,1.0467212770203866
2025-07-23 22:00:00,FAL_FALCONG1,0.951836413603174
2025-07-23 22:00:00,FAL_FALCONG2,0.951836413603174
2025-07-23 22:00:00,FAL_FALCONG3,0.951836413603174
2025-07-23 22:00:00,FAULKNER_RN,0.9505160964631763
2025-07-23 22:00:00,FEGC_RN,0.47722347112151664
2025-07-23 22:00:00,FENCESLR_ALL,0.3716247556984533
2025-07-23 22:00:00,FERGCC_CC1,1.010532592978522
2025-07-23 22:00:00,FERGCC_GT1_1,1.0100643327339496
2025-07-23 22:00:00,FERGCC_GT2_3,1.0100643327339496
2025-07-23 22:00:00,FERGCC_ST1_5,1.0100643327339496
2025-07-23 22:00:00,FERMI_ALL,1.0938855476862155
2025-07-23 22:00:00,FILESSLR_PV1,3.2105745156794505
2025-07-23 22:00:00,FIVEWSLR_ALL,0.5914581316898179
2025-07-23 22:00:00,FLCNS_UNIT1,0.6893613088091564
2025-07-23 22:00:00,FLCNS_UNIT2,0.6893613088091564
2025-07-23 22:00:00,FLCNS_UNIT3,0.6893613088091564
2025-07-23 22:00:00,FLOWERII_RN,0.9025803402745479
2025-07-23 22:00:00,FLTBES1,0.9025803402745479
2025-07-23 22:00:00,FLTCK_SSI,0.29238510700036413
2025-07-23 22:00:00,FLUVANNA_1_2,0.2622652570727566
2025-07-23 22:00:00,FLVABES1_ESR,0.9025803402745479
2025-07-23 22:00:00,FOARDCTY_ALL,0.2699933560009088
2025-07-23 22:00:00,FORMOSA_CC1,1.0104588082092287
2025-07-23 22:00:00,FORMOSA_CC2,1.0104588082092287
2025-07-23 22:00:00,FORMOSA_PUN1,1.0104588082092287
2025-07-23 22:00:00,FORMOSA_PUN2,1.0104588082092287
2025-07-23 22:00:00,FORTMA_RN,2.148280869430404
2025-07-23 22:00:00,FOXTROT_ALL,0.5879040853746009
2025-07-23 22:00:00,FO_FORMOSA11,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSA12,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG1,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG10,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG13,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG14,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG15,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG2,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG3,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG4,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG5,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG6,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG7,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG8,1.0104588082092287
2025-07-23 22:00:00,FO_FORMOSG9,1.0104588082092287
2025-07-23 22:00:00,FPPYD_FPP_G1,0.7047439974834276
2025-07-23 22:00:00,FPPYD_FPP_G2,0.7047439974834276
2025-07-23 22:00:00,FPPYD_FPP_G3,0.7008623208475232
2025-07-23 22:00:00,FREC_1_CCU,0.3066882796327888
2025-07-23 22:00:00,FREC_2_CCU,0.30120664991326074
2025-07-23 22:00:00,FREC_CC1,0.3066882796327888
2025-07-23 22:00:00,FREC_CC2,0.30120664991326074
2025-07-23 22:00:00,FRMRSVLW_RN,0.6054631249291668
2025-07-23 22:00:00,FRMR_BS2_RN1,0.6054631249291668
2025-07-23 22:00:00,FRNYPP_1_CCU,0.537778202734712
2025-07-23 22:00:00,FRNYPP_2_CCU,0.537778202734712
2025-07-23 22:00:00,FRNYPP_CC1,0.537778202734712
2025-07-23 22:00:00,FRNYPP_CC2,0.537778202734712
2025-07-23 22:00:00,FRONT_EC_CC1,1.2714102715263877
2025-07-23 22:00:00,FRONT_EC_RN1,1.2714102715263877
2025-07-23 22:00:00,FRONT_EC_RN2,1.2714102715263877
2025-07-23 22:00:00,FRONT_EC_RN3,1.2714102715263877
2025-07-23 22:00:00,FRYE_SLR_ALL,0.2206831381608041
2025-07-23 22:00:00,FTDUNCAN_RN,0.4983682372010182
2025-07-23 22:00:00,FTR_CC1,0.21303737051509541
2025-07-23 22:00:00,FTR_FTR_G1_4,0.21303737051509541
2025-07-23 22:00:00,FTWIND_UNIT1,0.3765352021390611
2025-07-23 22:00:00,FWLR_SLR_1,0.9862969137862986
2025-07-23 22:00:00,GALO_RN1,0.5660845791933176
2025-07-23 22:00:00,GAMBIT_RN,0.3665793837480245
2025-07-23 22:00:00,GARC_BESS_RN,1.562997961809829
2025-07-23 22:00:00,GBY_GT,0.27785054028466394
2025-07-23 22:00:00,GID_GIDEONG1,0.5726048024837455
2025-07-23 22:00:00,GID_GIDEONG2,0.5726048024837455
2025-07-23 22:00:00,GID_GIDEONG3,0.5576038343037504
2025-07-23 22:00:00,GIGA_ESS_RN,0.5501899953626372
2025-07-23 22:00:00,GKS_BESS_RN,0.993673247567607
2025-07-23 22:00:00,GOA_GOATWIND,0.5832785697337082
2025-07-23 22:00:00,GOLINDA_UN1,0.7799638964230479
2025-07-23 22:00:00,GOMZ_RN,0.9778061350075805
2025-07-23 22:00:00,GOODNIT1_ALL,0.21814675598467415
2025-07-23 22:00:00,GOODWIN_ESR,1.302757194713323
2025-07-23 22:00:00,GPASTURE_ALL,0.2960415120405756
2025-07-23 22:00:00,GRANDVW1_A_B,0.21708388296823677
2025-07-23 22:00:00,GRAN_SLR_RN,0.5482806711159476
2025-07-23 22:00:00,GRDNE_ESR_RN,0.780066447432314
2025-07-23 22:00:00,GREASWOD_ALL,0.9447238507585921
2025-07-23 22:00:00,GREGORY_RN,0.6485341299676657
